Date,Market/Asset,Contract Details,Action (Buy/Sell),Contracts/Size,Entry Price ($),Exit Price ($),Fees ($),Net Profit/Loss ($),Time (ET),Timezone,Datetime Acquired (UTC),Datetime Disposed (UTC),Holding Period,Proceeds ($),Cost Basis incl. Fees ($),Gain/Loss ($),Leg Type,Side Bought,Status,Settlement Result,Order ID
2026-09-13,"BNB 15-minute binary, close 26SEP131230",KXBNB15M-26SEP131230-30,Buy to Open (held to settlement),32.0,0.923,1.0,0.1568,2.3048,12:29:55,EDT,2026-09-13T16:29:55Z,2026-09-13T16:30:20Z,Short-term (under 1 hour),32.0,29.6928,2.3072,ENTRY,,SETTLED,NO,01a09b9a-97b8-727b-a733-aa12c76d6b11
2026-09-13,"BNB 15-minute binary, close 26SEP131230",KXBNB15M-26SEP131230-30,Buy to Open (held to settlement),32.0,0.1,0.0,,-3.4017,12:29:56,EDT,2026-09-13T16:29:56Z,2026-09-13T16:30:35Z,Short-term (under 1 hour),0.0,3.2,-3.2,HEDGE,YES,SETTLED,NO,01a09b9a-9ba0-7c3a-82f8-7590f230d4ce
2026-09-13,"BNB 15-minute binary, close 26SEP131245",KXBNB15M-26SEP131245-45,Buy to Open (held to settlement),36.73,0.88,1.0,0.2681,4.136,12:44:57,EDT,2026-09-13T16:44:57Z,2026-09-13T16:45:20Z,Short-term (under 1 hour),36.73,32.5905,4.1395,ENTRY,,SETTLED,YES,01a09ba8-5b28-7b32-8fa5-3f97d887ab58
2026-09-13,"Bitcoin 15-minute binary, close 26SEP131415",KXBTC15M-26SEP131415-15,Buy to Open (held to settlement),46.0,0.922,1.0,0.23,3.3564,14:14:30,EDT,2026-09-13T18:14:30Z,2026-09-13T18:15:20Z,Short-term (under 1 hour),46.0,42.642,3.358,ENTRY,,SETTLED,YES,01a09bfa-5770-7bf4-af97-78f5afb0ce7d
2026-09-13,"Ethereum 15-minute binary, close 26SEP131515",KXETH15M-26SEP131515-15,Buy to Open (held to settlement),47.0,0.98,1.0,0.0611,0.8755,15:14:38,EDT,2026-09-13T19:14:38Z,2026-09-13T19:15:20Z,Short-term (under 1 hour),47.0,46.1211,0.8789,ENTRY,,SETTLED,NO,01a09c31-6530-7e4b-98a6-b03ec3815196
2026-09-13,"BNB 15-minute binary, close 26SEP131545",KXBNB15M-26SEP131545-45,Buy to Open (held to settlement),47.0,0.98,1.0,0.0611,0.8755,15:44:30,EDT,2026-09-13T19:44:30Z,2026-09-13T19:45:20Z,Short-term (under 1 hour),47.0,46.1211,0.8789,ENTRY,,SETTLED,YES,01a09c4c-bd30-7672-9b14-7019f594b037
2026-09-13,"Hyperliquid 15-minute binary, close 26SEP131545",KXHYPE15M-26SEP131545-45,Buy to Open (held to settlement),47.0,0.963,1.0,0.1128,1.6217,15:44:30,EDT,2026-09-13T19:44:30Z,2026-09-13T19:45:20Z,Short-term (under 1 hour),47.0,45.3738,1.6262,ENTRY,,SETTLED,NO,01a09c4c-bd30-7b4f-86f3-c46456244585
2026-09-13,"Bitcoin 15-minute binary, close 26SEP131615",KXBTC15M-26SEP131615-15,Buy to Open (held to settlement),47.0,0.979,1.0,0.0658,0.9193,16:14:30,EDT,2026-09-13T20:14:30Z,2026-09-13T20:15:20Z,Short-term (under 1 hour),47.0,46.0788,0.9212,ENTRY,,SETTLED,YES,01a09c68-3470-7e5c-93a4-18e77b925f1d
2026-09-13,"Dogecoin 15-minute binary, close 26SEP131630",KXDOGE15M-26SEP131630-30,Buy to Open (held to settlement),42.0,0.901,1.0,0.2604,3.8957,16:29:51,EDT,2026-09-13T20:29:51Z,2026-09-13T20:30:20Z,Short-term (under 1 hour),42.0,38.1024,3.8976,ENTRY,,SETTLED,NO,01a09c76-4218-7c2f-a428-ea524f875712
2026-09-13,"Solana 15-minute binary, close 26SEP131645",KXSOL15M-26SEP131645-45,Buy to Open (held to settlement),24.4,0.9782,1.0,0.0342,0.4954,16:44:30,EDT,2026-09-13T20:44:30Z,2026-09-13T20:45:20Z,Short-term (under 1 hour),24.4,23.9023,0.4977,ENTRY,,SETTLED,YES,01a09c83-abb0-7a30-b2e2-b466961a365d
2026-09-13,"XRP 15-minute binary, close 26SEP131645",KXXRP15M-26SEP131645-45,Buy to Open (held to settlement),48.0,0.9759,1.0,0.0768,1.0777,16:44:40,EDT,2026-09-13T20:44:40Z,2026-09-13T20:45:20Z,Short-term (under 1 hour),48.0,46.92,1.08,ENTRY,,SETTLED,NO,01a09c83-d2c0-72e9-8a40-22ea631e12da
2026-09-13,"Bitcoin 15-minute binary, close 26SEP131645",KXBTC15M-26SEP131645-45,Buy to Open (held to settlement),23.6,0.947,1.0,0.0826,1.1678,16:44:46,EDT,2026-09-13T20:44:46Z,2026-09-13T20:45:20Z,Short-term (under 1 hour),23.6,22.4318,1.1682,ENTRY,,SETTLED,YES,01a09c83-ea30-7e24-a292-83b46a903a50
2026-09-13,"BNB 15-minute binary, close 26SEP131700",KXBNB15M-26SEP131700-00,Buy to Open (held to settlement),49.0,0.9795,1.0,0.0686,0.9356,16:59:32,EDT,2026-09-13T20:59:32Z,2026-09-13T21:00:20Z,Short-term (under 1 hour),49.0,48.0641,0.9359,ENTRY,,SETTLED,NO,01a09c91-6f20-7c11-aa6c-dfdaf52df442
TOTAL,"306 legs (298 settled, 8 open)",,,6208.66,,,20.5765,133.1679,,,,,,5833.62,5809.0976,133.5177,,,,,
